lab,likelihood,gender,condition
37,4,female,prepared
37,4,female,prepared
37,4,female,prepared
37,5,female,prepared
37,5,female,prepared
37,5,female,prepared
37,5,female,prepared
37,5,female,prepared
37,5,female,prepared
37,6,female,prepared
37,6,female,prepared
37,6,female,prepared
37,6,female,prepared
37,6,female,prepared
37,6,female,prepared
37,7,female,prepared
37,7,female,prepared
37,7,female,prepared
37,7,female,prepared
37,7,female,prepared
37,8,female,prepared
37,10,female,prepared
